"";"Shannon (B1B2)";"ASPT (B2B3)";"Polyvoltinism (B1B2B3)";"Ovoviviparity (B1B2B3)";"Richness (B1B2B3)"
"20092102";3,91312276745323;6,43333333333333;0,273239205246829;0,162692315987943;61
"20092103";4,07561739640302;6,43333333333333;0,275165693095937;0,167545702323632;55
"20092104";3,68977916697829;6,46153846153846;0,30880231468178;0,181590411772271;49
"20092201";3,15995564571015;6,61538461538461;0,261738936162678;0,126059269226462;75
"20092202";3,20376487111525;6,52941176470588;0,288293307200884;0,142144346940289;65
"20092203";3,36093147925849;6,65714285714286;0,271213190599794;0,145274614557692;71
"20092301";2,92738446340691;5,68421052631579;0,350208585744626;0,174602597441804;55
"20092302";2,96806578548634;5,4375;0,35153537371732;0,180049975125654;50
"20092303";3,12105966815679;5,5;0,39466422088788;0,27208049186186;37
"20092304";2,43284396215017;5;0,395238863538414;0,199862988029093;41
"20092401";1,6855998492575;6,31818181818182;0,244337232175093;0,0569345589939134;37
"20092402";2,46777617803897;6,08333333333333;0,249429637193244;0,0579798687894055;37
"20092403";2,85504151885183;6,26315789473684;0,224481694308377;0,0360642138210204;40
"20092404";3,21110328267845;6,62962962962963;0,231499617712184;0,0496261212228007;47
