"";"shan";"aspt";"poly";"ovov";"rich";"typo";"RR"
"I1001122030706";2,63882615076299;5,38095238095238;0,337554078829459;0,18052772226512;46;17;"IRR T"
"I1001122070711";3,47456858973015;5,59375;0,308823810605579;0,171529273609071;50;17;"IRR T"
"I1001122070906";3,65691365572058;5,9;0,321010840668046;0,188526782825392;51;17;"IRR T"
"I1001122100713";2,68439928348293;5,61538461538461;0,335453625073019;0,228235153552092;45;17;"IRR T"
"I1001122130907";3,84103445323663;5,68965517241379;0,296293456154958;0,168648272432911;57;17;"IRR T"
"I1001122160609";3,77599947428382;5,54166666666667;0,329548556828327;0,175956024601223;44;17;"IRR T"
"I1001122180705";3,61048451671685;5,60606060606061;0,31339695824597;0,194914244440077;59;17;"IRR T"
"I1001122190710";3,59837808623533;5,71428571428571;0,29783104857226;0,164697207340971;47;17;"IRR T"
"I1001122220607";3,12683531735445;5,71428571428571;0,33469796504461;0,18744226675131;57;17;"IRR T"
"I1001122240608";3,59625712446924;5,82608695652174;0,335813489902147;0,197733855999476;47;17;"IRR T"
"I1001122260712";3,13350969300842;5,59259259259259;0,302290702862222;0,186857221922568;48;17;"IRR T"
"I1001336060807";2,40114615862899;5,6;0,423196520117937;0,24012802452393;33;57;"IRR T"
"I1001336090713";2,37275619648377;5,54545454545455;0,413674694123166;0,264310957285489;34;57;"IRR T"
"I1001336110610";2,63910621048842;5,6;0,414510531399784;0,211789448675131;34;57;"IRR T"
"I1001336180609";1,39006717505329;4,53333333333333;0,4856417837769;0,211421479485761;28;57;"IRR T"
"I1001336210611";2,36133505703543;5,22222222222222;0,464297480547424;0,222321670895907;29;57;"IRR T"
"I1001336280612";2,2412309542636;5,72727272727273;0,432677170076116;0,28235841556145;34;57;"IRR T"
"I1001336300608";1,74430360520091;5,625;0,469464157246086;0,239598061240671;28;57;"IRR T"
"I1001452060807";2,46471875329515;3,93333333333333;0,451709227650551;0,207977420192498;24;17;"IRR T"
"I1001452160609";2,10699085166535;4,52941176470588;0,495228473689796;0,221444529807519;24;17;"IRR T"
"I1001452170713";2,28035500577905;4,25;0,491309439166102;0,272227402220253;23;17;"IRR T"
"I1001452250608";2,24320807954727;3,84615384615385;0,507432519215476;0,245098603402521;23;17;"IRR T"
"I1001452280612";1,45379299548298;4,23529411764706;0,496793977845868;0,246149553050631;27;17;"IRR T"
"I1001452290610";1,18232955257977;3,81818181818182;0,5458551669473;0,249373629835438;20;17;"IRR T"
"I1001503030706";3,16627605004273;5,35294117647059;0,30853574041447;0,184730740227447;55;18;"IRR T"
"I1001503040711";2,76726391563955;5,48275862068965;0,347543201805856;0,216182528862072;47;18;"IRR T"
"I1001503060906";3,5487484639723;5,38709677419355;0,294135335861641;0,17271587766055;56;18;"IRR T"
"I1001503090710";3,63024265656174;6,04347826086957;0,334093796841522;0,201799479265549;47;18;"IRR T"
"I1001503120907";3,33917945110784;5,72727272727273;0,314005162149857;0,144719274187978;58;18;"IRR T"
"I1001503160707";4,06301227339675;5,73333333333333;0,335798816062481;0,19439871761728;54;18;"IRR T"
"I1001503170713";3,42284567668223;5,92;0,369453310571487;0,228317499162833;45;18;"IRR T"
"I1001503180705";3,48056662346188;5,51724137931035;0,307745672467776;0,186244082394407;51;18;"IRR T"
"I1001503240608";3,42047329196114;5,96;0,354476500678498;0,224245352282847;46;18;"IRR T"
"I1001503260712";4,04622329323012;5,73684210526316;0,374358582051506;0,248915269819187;35;18;"IRR T"
"I1001503290609";3,34429184279364;5,69565217391304;0,348504624013713;0,221434269678603;48;18;"IRR T"
"I1001785130611";2,55006374021699;4,47619047619048;0,472442102929181;0,303816210808115;31;36;"IRR T"
"I1001785160910";2,40267127915528;4,4375;0,454451029752973;0,319218798604358;28;36;"IRR T"
"I1001785190713";1,93793473616023;4,38095238095238;0,443316937315055;0,309013649222471;30;36;"IRR T"
"I1001785200612";2,36799319143364;4,80952380952381;0,443477254543335;0,2951055605442;33;36;"IRR T"
"I1006000060807";2,30278742380471;4,8695652173913;0,372102215969201;0,201364789435204;57;57;"IRR T"
"I1006000110712";2,63654743135253;4,33333333333333;0,451039292870596;0,252891687566177;35;57;"IRR T"
"I1006000170609";2,05513173826747;5,33333333333333;0,458584171761855;0,234236187098988;39;57;"IRR T"
"I1006000170713";1,98278065223351;4,63636363636364;0,464754464686691;0,17570948953301;51;57;"IRR T"
"I1006000200711";1,98110817852605;4,90322580645161;0,393474916354843;0,226027357048646;48;57;"IRR T"
"I1006000260608";2,17877439320549;4,74074074074074;0,43268197402017;0,264146091082207;45;57;"IRR T"
"I1006000280710";2,57025821234644;4,87096774193548;0,372561567803018;0,233701362223907;52;57;"IRR T"
"I1008000020807";3,62096474533725;5,20833333333333;0,364043377950642;0,210369544896444;42;17;"IRR T"
"I1008000070711";2,90440606263225;5,3125;0,363296867318647;0,191069802946936;59;17;"IRR T"
"I1008000170609";2,54220147605652;5,16666666666667;0,429410681462315;0,329072928365767;41;17;"IRR T"
"I1008000250608";3,06681952527141;5,52173913043478;0,443934826243499;0,279065327206845;37;17;"IRR T"
"I1008000251012";4,00997517299142;5,61290322580645;0,328155313205755;0,205021789292495;51;17;"IRR T"
"I1008000260710";2,27516493851533;5,16666666666667;0,406183211479188;0,243115251477155;53;17;"IRR T"
"I1008000270913";3,83477150193039;5,42424242424242;0,30845371934618;0,211834730792295;49;17;"IRR T"
"I1009000040711";2,99433628423654;4,77777777777778;0,402919624781165;0,239346899562031;39;17;"IRR T"
"I1009000080710";2,68586709709781;5,2962962962963;0,361810192338735;0,194411490057299;47;17;"IRR T"
"I1009000160609";3,12599761197556;5,15384615384615;0,376040716841728;0,203999820591186;42;17;"IRR T"
"I1009000170713";3,28324891944784;5,16666666666667;0,337886474912524;0,196764075511829;45;17;"IRR T"
"I1009000240608";3,04819122472063;5,27272727272727;0,378792586312348;0,209525970096891;40;17;"IRR T"
"I1009000260712";3,45734735590075;4,91666666666667;0,366477489157684;0,233221128101589;41;17;"IRR T"
"I1009000310707";3,04208781915759;4,88;0,352939194972757;0,218780202236043;47;17;"IRR T"
"I1009100110712";2,24943324171032;4,52941176470588;0,397731963861833;0,304254549417972;28;57;"IRR T"
"I1009100160713";2,94126000306569;4,11764705882353;0,374192610927292;0,254332197899995;36;57;"IRR T"
"I1009100170609";2,05719188487562;5,1;0,379867426667211;0,260945529665906;34;57;"IRR T"
"I1009100190710";2,82919437255433;4,22222222222222;0,382126108125351;0,367599248586979;34;57;"IRR T"
"I1009100260608";2,42700537670977;5,13636363636364;0,394314683513418;0,27890879035105;41;57;"IRR T"
"I1009300160713";2,72555064765859;4,95238095238095;0,349007278882804;0,261813692452253;33;57;"IRR T"
"I1009300160811";1,88958898619125;3,71428571428571;0,436061317453053;0,285412523625257;31;57;"IRR T"
"I1009300200809";1,59538606454289;4,73684210526316;0,399742319231743;0,235282984289556;30;57;"IRR T"
"I1009300250712";1,11438532888199;4,64705882352941;0,428106355355119;0,249292218294937;25;57;"IRR T"
"I1009300260810";2,17344967654727;4,66666666666667;0,402534476628783;0,247101111035502;29;57;"IRR T"
"I1009600090713";3,07013234323539;4,75;0,460052098576191;0,318388032605037;33;57;"IRR T"
"I1009600150611";2,21508778812081;4,83333333333333;0,449000538810005;0,293682272173365;30;57;"IRR T"
"I1009600150910";2,21630884378044;4,94117647058824;0,399365592751947;0,224578815309956;42;57;"IRR T"
"I1009700040711";1,76868570496136;4,95833333333333;0,392106381609965;0,262508926411626;36;17;"IRR T"
"I1009700080710";2,61904384911634;5,14814814814815;0,35616316273283;0,253896117467889;45;17;"IRR T"
"I1009700170713";2,49543375765798;5,41666666666667;0,336105839134299;0,205778050296124;44;17;"IRR T"
"I1009700260712";2,59291288108781;5,29166666666667;0,389882145253086;0,234286056511582;40;17;"IRR T"
"I1010000020712";2,31391904247582;4,41176470588235;0,494947609527402;0,288334521450455;29;36;"IRR T"
"I1010000050710";1,61798099082248;4,58823529411765;0,474470611984136;0,243774572690748;35;36;"IRR T"
"I1010000150910";0,96391102589839;4,47058823529412;0,46472887649149;0,252698444243063;33;36;"IRR T"
"I1010000160713";2,00050433977975;3,63636363636364;0,486924454887739;0,214636026779455;32;36;"IRR T"
"I1010000180707";2,49311927301067;4,375;0,476938703156987;0,2847393729354;27;36;"IRR T"
"I1010000190608";2,75512598055886;4,47368421052632;0,503442510397439;0,227355596712716;31;36;"IRR T"
"I1010000270611";1,45365559554499;4,86666666666667;0,500698715582465;0,280149005605386;23;36;"IRR T"
"I1010000300609";1,25393333240052;4,84615384615385;0,503759059381304;0,254780862510959;24;36;"IRR T"
"I1024000020708";2,8269937565584;4,47368421052632;0,40975307610725;0,287873818026015;31;35;"IRR T"
"I1024000020710";3,26420502748475;4,53846153846154;0,355411013254726;0,240232605812221;41;35;"IRR T"
"I1024000030807";1,86668337615858;4,09523809523809;0,383573775217129;0,212597393641158;41;35;"IRR T"
"I1024000260913";1,57774979877869;2,8;0,428258209016242;0,15940299997326;33;35;"IRR T"
"I1024000270612";3,01582154244364;3,71428571428571;0,382638260929923;0,31304929107114;30;35;"IRR T"
"I1024000280611";2,72534928259843;3,85714285714286;0,384053189244547;0,296113669427917;34;35;"IRR T"
"I1024000300609";3,64134253401046;4,5;0,409288511576583;0,304257935839731;38;35;"IRR T"
"I1027000020708";1,65920570446943;4,05263157894737;0,479887302400343;0,312811477049717;27;35;"IRR T"
"I1027000030807";2,43447065287397;3,8125;0,433768815504375;0,208113972991394;30;35;"IRR T"
"I1027000050710";2,54352429539621;4,15789473684211;0,447582116974641;0,345960261476722;29;35;"IRR T"
"I1027000180713";2,32833237390478;4,27777777777778;0,416134531875757;0,297533865845812;28;35;"IRR T"
"I1027000230712";1,21684414689715;3,86666666666667;0,537290748144099;0,383373861331249;23;35;"IRR T"
"I1027000270611";2,6295298588686;4,09523809523809;0,506468525915553;0,259300189448432;30;35;"IRR T"
"I1027000300609";0,969080187427529;4,0625;0,51041219910112;0,295678159608981;30;35;"IRR T"
"I1028000010708";2,5083846515172;4,42105263157895;0,471625057206059;0,226233787225321;29;35;"IRR T"
"I1028000020712";3,02304665742311;4,66666666666667;0,446711176872663;0,331270166296304;26;35;"IRR T"
"I1028000040807";3,07580270096865;4,58333333333333;0,414388472451188;0,232864482461164;36;35;"IRR T"
"I1028000180713";2,86855858919169;4,83333333333333;0,427186346092229;0,250570707944459;30;35;"IRR T"
"I1028000190609";2,43326270678872;4,8;0,475527605339192;0,164934067351168;27;35;"IRR T"
"I1028000290610";2,13116951207842;4,95238095238095;0,424848746801586;0,220784356693572;34;35;"IRR T"
"I1028000300611";2,3106293360608;4,78260869565217;0,42847880014076;0,30136809799073;30;35;"IRR T"
"I1029000010708";2,85783196005938;4,36842105263158;0,469477214748833;0,261232156219744;32;35;"IRR T"
"I1029000040610";2,96658337975737;4,22727272727273;0,444672713782741;0,269531187123769;31;35;"IRR T"
"I1029000170611";2,69304984430831;4,21739130434783;0,47910676110994;0,313333148081859;30;35;"IRR T"
"I1029000180609";2,56033337359839;4,05555555555556;0,463719145328365;0,251524226894026;30;35;"IRR T"
"I1029000180713";2,45547933224764;4,3125;0,44945568952108;0,378320869266925;28;35;"IRR T"
"I1029000190707";3,0205708903898;3,95238095238095;0,494135446158582;0,251651791293719;31;35;"IRR T"
"I1029000270612";3,18528815472496;4;0,505250400405912;0,338266711745136;32;35;"IRR T"
"I1032000010708";2,79355866727273;4,05263157894737;0,445679213495242;0,273417095050427;28;57;"IRR T"
"I1032000110610";2,65998566803784;4,40909090909091;0,386449021073962;0,258390849415716;35;57;"IRR T"
"I1032000170611";2,75808794871622;4,54545454545455;0,415384734192221;0,228735348601103;29;57;"IRR T"
"I1032000180609";2,45674595770777;4,06666666666667;0,475301905857912;0,2644855839923;24;57;"IRR T"
"I1032000250913";3,34454217169327;4,66666666666667;0,352796085586411;0,247898039978285;35;57;"IRR T"
"I1032000280612";3,26026366273055;4,8695652173913;0,353412849146162;0,238361548209604;34;57;"IRR T"
"I1035000010709";1,68837278178058;4,55;0,450363677623982;0,246448366646957;32;35;"IRR T"
"I1035000020812";2,70156829623866;4,52173913043478;0,401017991831188;0,282882345857204;29;35;"IRR T"
"I1035000070807";2,19633158253179;4,45454545454545;0,390061350095931;0,223229316490172;42;35;"IRR T"
"I1035000190713";2,56003805781165;4,54545454545455;0,440678750522738;0,277410798927623;32;35;"IRR T"
"I1035000200608";2,03436818575355;4,4;0,416627745294015;0,271232255426635;33;35;"IRR T"
"I1035000200710";1,74990033871108;4,44;0,411165052729347;0,24655947415696;38;35;"IRR T"
"I1035000210611";1,55690845360342;4,45454545454545;0,458344022360813;0,247917495242771;27;35;"IRR T"
"I1045000010709";2,9425647030056;4,73076923076923;0,394135961494953;0,248254065044827;40;35;"IRR T"
"I1045000020710";1,79208430622129;4,42857142857143;0,421897301079301;0,200498828848;35;35;"IRR T"
"I1045000200608";2,52455598404209;4,38888888888889;0,473786948938862;0,237282091908284;30;35;"IRR T"
"I1045000260913";3,17714031036016;4,76190476190476;0,451518804266506;0,244343106038352;35;35;"IRR T"
"I1045000270612";2,2950912480466;4,40909090909091;0,436942269600728;0,28405838381686;34;35;"IRR T"
"I1045000280611";2,6348801942249;4,375;0,434319351157017;0,281287460359872;38;35;"IRR T"
"I1052000110611";2,0626674075694;4,95;0,451211861473418;0,25168639035033;36;34;"IRR T"
"I1052000170910";2,11007670428759;4,21052631578947;0,462004145486603;0,255221834020609;35;34;"IRR T"
"I1052000180713";3,16621134340845;4,55;0,418049615782847;0,216073536511796;33;34;"IRR T"
"I1052000190612";2,52281057966928;5;0,468187008385878;0,240374440200985;35;34;"IRR T"
"I1053000050907";2,97505057125046;5,6875;0,373820825381222;0,197051214918773;60;34;"IRR T"
"I1053000090609";2,4618987853141;5,03846153846154;0,376980326834524;0,277067963049555;44;34;"IRR T"
"I1053000150611";3,0771944945928;4,88461538461539;0,364803478646304;0,220821659853679;38;34;"IRR T"
"I1053000220610";2,47386276607521;4,82142857142857;0,398800128681689;0,228443766162394;50;34;"IRR T"
"I1053000240913";3,20327677869437;5,06896551724138;0,335400614801282;0,199928278721635;54;34;"IRR T"
"I1053000290612";2,47002916188901;4,96153846153846;0,397808040098798;0,264608639937544;37;34;"IRR T"
"I1066000010812";1,72744071702329;4,1875;0,3601431326452;0,29336470442731;30;57;"IRR T"
"I1066000090609";2,48538915718459;4,15789473684211;0,359403860006136;0,240507909784913;28;57;"IRR T"
"I1066000150611";1,4279999384809;4,14285714285714;0,386215973285118;0,221321178879838;32;57;"IRR T"
"I1066000180608";2,19242657769346;4,11764705882353;0,365370449775038;0,239141967485583;27;57;"IRR T"
"I1066000180713";2,96741822718944;4,09523809523809;0,337000932052221;0,239834744502297;29;57;"IRR T"
"I1066000230610";1,46422562951256;4,28571428571429;0,327130327683709;0,241451258798193;28;57;"IRR T"
"I1069000050907";2,34909371237679;3,625;0,443696414785084;0,26187069618613;29;34;"IRR T"
"I1069000090609";2,48120215292781;4,10526315789474;0,464856028958393;0,318546198926644;27;34;"IRR T"
"I1069000180713";2,1658200858511;4,23076923076923;0,430716267155677;0,33464153840059;24;34;"IRR T"
"I1069000190608";2,76321962783981;4,11764705882353;0,4678218704946;0,317420465772206;27;34;"IRR T"
"I1069000210611";2,52290103660207;4,0625;0,511231488488868;0,322894120065951;24;34;"IRR T"
"I1069000290612";1,88990347686798;3,46153846153846;0,487921837336391;0,371350265835977;26;34;"IRR T"
"I1069000300610";1,99814641269409;4,15384615384615;0,468506899655966;0,328080984784509;25;34;"IRR T"
"I1071000010709";1,63721151230403;4,5;0,47701331530094;0,341524695582579;27;34;"IRR T"
"I1071000050907";2,30415182861785;4,17647058823529;0,450486415044529;0,233716781025157;30;34;"IRR T"
"I1071000150611";1,99962161963203;4,47368421052632;0,546584926855561;0,342200568987328;24;34;"IRR T"
"I1071000190608";1,9033777631612;4,70588235294118;0,486579143241611;0,263243389563801;28;34;"IRR T"
"I1071000190713";2,64281366716893;4,70588235294118;0,444857301589165;0,348964160442968;27;34;"IRR T"
"I1071000220610";1,80502413966824;4,52631578947368;0,489543862162947;0,334749496444667;27;34;"IRR T"
"I1071000290612";2,42250238429852;4,6;0,520390425013269;0,306816564740697;26;34;"IRR T"
"I1089000050711";1,80248991021512;3,55555555555556;0,385818289501421;0,229388905362755;27;57;"IRR T"
"I1089000080609";1,65804804229054;3,08333333333333;0,397426187826879;0,241488150204742;23;57;"IRR T"
"I1089000080807";1,80348781194556;3,36363636363636;0,393934448133814;0,193124795719131;33;57;"IRR T"
"I1089000170608";1,54094548638783;4,2;0,479446743940385;0,314913057952031;24;57;"IRR T"
"I1089000170713";1,98403543905887;3,38461538461538;0,384292821623998;0,226224541776958;26;57;"IRR T"
"I1089000190712";1,25533654567279;3,52941176470588;0,396422768323932;0,283111736147039;27;57;"IRR T"
"I1089000230610";1,84161271390015;3,42857142857143;0,380457729819498;0,287784878864868;25;57;"IRR T"
"I1090000020709";3,15627973287747;5,19230769230769;0,368444558940563;0,267055373213642;43;35;"IRR T"
"I1090000060807";2,90208539684889;5;0,450501507992175;0,305381885119378;32;35;"IRR T"
"I1090000070710";2,3977007795486;4,54545454545455;0,409685823427671;0,286099018870279;38;35;"IRR T"
"I1090000120711";2,78511517102652;4,75;0,435335445558617;0,282433616498902;42;35;"IRR T"
"I1090000120712";2,23137856799668;4,05263157894737;0,462172022733349;0,307944395088221;33;35;"IRR T"
"I1090000170713";2,62597784450675;4,85714285714286;0,425430480698747;0,284641857518127;46;35;"IRR T"
"I1090000180608";3,19156992228619;4,90476190476191;0,41360255748822;0,321362345077383;39;35;"IRR T"
"I1091000080711";1,81290544960875;4,33333333333333;0,469693604375641;0,263119720868699;32;35;"IRR T"
"I1091000170713";2,47694028437681;4,75;0,477284827926719;0,311606216132773;26;35;"IRR T"
"I1091000200712";2,80643096874093;4,65217391304348;0,435528016835017;0,333556731699245;40;35;"IRR T"
"I1091000270710";2,62511479210082;4,79166666666667;0,439078531860935;0,28347210570216;49;35;"IRR T"
"I1092000080711";2,27681507269918;4,80952380952381;0,418524488592843;0,283919638436456;39;35;"IRR T"
"I1092000150709";3,23573429913018;4,68181818181818;0,426152214320574;0,251160311160618;43;35;"IRR T"
"I1092000170713";2,42073567468557;4,5;0,44898048794714;0,319382684794033;35;35;"IRR T"
"I1092000180608";3,53640039481883;5;0,425652589476002;0,247597821686113;47;35;"IRR T"
"I1092000200712";3,13253298759873;4,75;0,452447254731997;0,272814181341322;35;35;"IRR T"
"I1092000270710";2,87491440435666;4,78260869565217;0,397883143593226;0,259388864898722;42;35;"IRR T"
"I1093100110611";3,19180505581544;4,78260869565217;0,388609539092502;0,228727382160646;37;34;"IRR T"
"I1093100160713";2,28140096465013;4,84210526315789;0,396761014564255;0,221508713290955;28;34;"IRR T"
"I1093100160910";2,4345689563057;4,31578947368421;0,336052431400559;0,236360056738979;44;34;"IRR T"
"I1093100200612";2,92782263886125;4,66666666666667;0,38586019260526;0,264787428486671;33;34;"IRR T"
"I1094000030812";2,19880259188547;4,66666666666667;0,4575894985627;0,295018201382738;40;34;"IRR T"
"I1094000040907";2,66631655308133;5;0,428461354770043;0,216356881148889;39;34;"IRR T"
"I1094000160709";2,05634293871064;5,33333333333333;0,421604453346275;0,226608986615022;32;34;"IRR T"
"I1094000170608";2,20766340327751;5,65;0,407547148201787;0,259117624004623;40;34;"IRR T"
"I1094000190711";2,36004506742892;5,14285714285714;0,437085580040731;0,28024250451438;34;34;"IRR T"
"I1094000300610";2,85446516420073;5,28571428571429;0,38066500615214;0,258700270997029;49;34;"IRR T"
"I1094800100611";1,60809501541675;6;0,376959953094116;0,231970998645672;44;34;"IRR T"
"I1094800170713";1,69728845125415;5,45;0,36297942735328;0,272078905779046;43;34;"IRR T"
"I1094800170910";1,45405146852422;5,83333333333333;0,353915223592406;0,225771583579578;52;34;"IRR T"
"I1094800190612";1,90086358686732;5,625;0,364378703650503;0,246127737193762;41;34;"IRR T"
"I1095000100611";1,30250443873693;4,63636363636364;0,473686012900035;0,335642838824665;23;34;"IRR T"
"I1095000170910";1,98863830667069;4,25;0,44940279246894;0,309228551377613;32;34;"IRR T"
"I1095000190612";1,80830660167148;5,14285714285714;0,493000006149571;0,369619388776809;26;34;"IRR T"
"I1095000230913";1,63465852067983;4,5;0,490548146585644;0,233157954808805;20;34;"IRR T"
"I1096000110611";2,48246741094427;4,54166666666667;0,403173640671436;0,242605681677732;32;34;"IRR T"
"I1096000160910";1,60568979730563;4,36842105263158;0,434459626199999;0,300138514163764;31;34;"IRR T"
"I1096000170713";2,36620009028391;4,4;0,476192853003851;0,29434399050066;21;34;"IRR T"
"I1096000190612";2,83784381763923;4,47368421052632;0,453951838247636;0,291986314666847;30;34;"IRR T"
"I1097000030810";3,29853887464061;5,36363636363636;0,388932082131075;0,280734649331693;35;34;"IRR T"
"I1097000090807";2,03357617836027;4,60869565217391;0,394757281188855;0,271724608647443;38;34;"IRR T"
"I1097000120912";2,47920784319971;4,46153846153846;0,421399457364086;0,265234273661049;38;34;"IRR T"
"I1097000160709";2,47719928495149;4,5625;0,428493161413893;0,25059037757548;34;34;"IRR T"
"I1097000170608";1,61581423567426;5,25;0,387305500517195;0,242965087000845;38;34;"IRR T"
"I1097000170713";2,84673180391165;5,17647058823529;0,445234632513549;0,303818206085039;33;34;"IRR T"
"I1097000190711";1,62812619744801;5,05555555555556;0,465979759961975;0,243996975572699;34;34;"IRR T"
"I1097500100907";2,5577125413651;5,24;0,396042025944431;0,24280633544575;47;34;"IRR T"
"I1097500120607";2,9112283121317;5,48148148148148;0,37927969305353;0,229814617336769;51;34;"IRR T"
"I1097500120712";1,65757542461478;5,19047619047619;0,442969273568502;0,302877819723268;31;34;"IRR T"
"I1097500130906";2,86866906179226;5,125;0,417800761809497;0,256745088030525;42;34;"IRR T"
"I1097500190713";1,95351305611261;5,63157894736842;0,423410673019866;0,262857756416248;36;34;"IRR T"
"I1097500210710";2,23336253600895;5,4;0,409975716806322;0,272590155654989;39;34;"IRR T"
"I1097500210711";2,38021308071015;5,2;0,412230175798774;0,272067298314667;32;34;"IRR T"
"I1097500220606";2,7294603400512;5,03846153846154;0,406087731764768;0,23475520756591;38;34;"IRR T"
"I1097500280605";2,43377213144322;5,23076923076923;0,366015757953995;0,198416308672134;39;34;"IRR T"
"I1098000130611";2,59428223372248;4,63157894736842;0,463569730397192;0,280783298748216;28;34;"IRR T"
"I1098000160713";2,22351536752244;4,68421052631579;0,429381549340991;0,264125551315276;27;34;"IRR T"
"I1098000160910";2,75792467309318;4,55;0,423360665814797;0,262569644676937;31;34;"IRR T"
"I1098000200612";2,98614255530014;4,76190476190476;0,427378751623988;0,228610684540044;31;34;"IRR T"
"I1099000130611";2,83617573914358;4,95652173913043;0,373952651035153;0,240348887505848;35;34;"IRR T"
"I1099000160713";1,58765639368688;5;0,407279672817296;0,254041682545502;30;34;"IRR T"
"I1099000160910";2,7314632015079;4,72727272727273;0,399899001606124;0,22990510240306;34;34;"IRR T"
"I1099000200612";2,72043999393688;4,52380952380952;0,386845222030519;0,265350814843265;30;34;"IRR T"
"I1100000040913";2,09009684005261;5,93333333333333;0,365712221315914;0,232218015869156;41;34;"IRR T"
"I1100000090610";2,88308755830702;6,05263157894737;0,41982668643876;0,236589755641545;28;34;"IRR T"
"I1100000120609";2,21077875795727;5,21052631578947;0,420127133839775;0,279816144425599;36;34;"IRR T"
"I1100000190907";1,91014191898542;4,625;0,414803420293186;0,270446194509782;26;34;"IRR T"
"I1100000270611";2,85964722305395;5,88;0,37926060085051;0,218205926250587;41;34;"IRR T"
"I1100000270612";2,63417608608638;5,63636363636364;0,419588701612988;0,250953325871628;30;34;"IRR T"
"I1101000010807";2,84665741120089;4,70588235294118;0,426231363908557;0,257555253852601;37;34;"IRR T"
"I1101000020709";3,29564969597121;4,57142857142857;0,396233376139913;0,246764005524007;38;34;"IRR T"
"I1101000020812";2,99522099119515;5,24137931034483;0,441066971880207;0,294055169046193;43;34;"IRR T"
"I1101000150713";2,45526914888307;5;0,446426996903351;0,271653390899865;37;34;"IRR T"
"I1101000170608";3,02903961139535;4,47368421052632;0,44128369261138;0,280352290972431;34;34;"IRR T"
"I1101000210710";2,5840186270849;5,25;0,408715849981735;0,258528304570703;36;34;"IRR T"
"I1101000210711";2,39875445193921;5;0,452414457611716;0,325838836118042;35;34;"IRR T"
"I1101100100611";2,59622855073965;5,29166666666667;0,376150760972474;0,226473744776215;34;34;"IRR T"
"I1101100180713";2,90246354195731;5,1304347826087;0,391305139745326;0,204335455580528;35;34;"IRR T"
"I1101100190612";2,24835438668639;5,31818181818182;0,404998419083816;0,193832402417628;35;34;"IRR T"
"I1115000020709";3,72361116956387;4,89285714285714;0,361704359544066;0,213711961756513;48;34;"LIRR T"
"I1115000020812";1,60069879188281;5,12903225806452;0,393986436596092;0,233918213899208;50;34;"IRR T"
"I1115000070710";3,68509842520696;5,26666666666667;0,359028317018582;0,200350828264339;54;34;"LIRR T"
"I1115000110907";3,50693378579923;5,46666666666667;0,358328347613787;0,213651836554618;54;34;"IRR T"
"I1115000120711";3,64087720523193;4,87096774193548;0,381175236462519;0,217819816097866;51;34;"LIRR T"
"I1115000130607";3,39860354176433;5,06666666666667;0,364904545715761;0,201923457373119;59;34;"IRR T"
"I1115000150713";1,67719548852411;5,26923076923077;0,407223282964785;0,23175575766547;48;34;"IRR T"
"I1115000170910";4,19584401604598;5,52777777777778;0,326547098473245;0,211762366697449;57;34;"LIRR T"
"I1115000180906";3,1705801502345;5,32258064516129;0,363558137742339;0,222381338162836;52;34;"LIRR T"
"I1115000190606";3,62112873227534;5,23333333333333;0,371011043556725;0,214977338023303;55;34;"LIRR T"
"I1115000190608";3,68011367299637;5,28;0,333825116422697;0,18188457209736;43;34;"LIRR T"
"I1115000280605";3,43022793631739;4,92307692307692;0,383346346157341;0,226841180407766;50;34;"IRR T"
"I1116000020511";3,20192606971499;5,26315789473684;0,402377659841282;0,221155459775019;42;34;"IRR T"
"I1116000130807";3,96005029555439;5,32142857142857;0,35765346651951;0,25415109295722;47;34;"IRR T"
"I1116000160713";2,89342154720512;5;0,363366477336337;0,267464848249074;42;34;"IRR T"
"I1116000190809";3,1776937767772;4,875;0,469475892052281;0,274152640813615;25;34;"IRR T"
"I1116000250712";3,28287721218797;5,78378378378378;0,365372801489458;0,248351249761192;59;34;"IRR T"
"I1116000260810";3,18469768278228;4,95;0,346661604379432;0,273667859453422;28;34;"IRR T"
"I1117000150910";2,65069119221832;5,18518518518519;0,387711062521692;0,21372557133362;49;35;"IRR T"
"I1117000160611";2,5843909747222;4,88461538461539;0,382608812074247;0,217276666582396;43;35;"IRR T"
"I1117000210612";3,22525321603577;4,79166666666667;0,406073629384048;0,169674249917077;41;35;"IRR T"
"I1117000260913";2,97805297648093;5,32142857142857;0,373584836610283;0,163278933338839;43;35;"IRR T"
"I1119000230709";3,60081563154206;4,83333333333333;0,392821131992581;0,258683586064267;56;34;"IRR T"
"I1119100020511";3,5895186443737;5,4;0,381227419455962;0,245208395605245;55;34;"IRR T"
"I1119100040712";3,35547577483702;5,5625;0,375148304963378;0,196271980080489;63;34;"IRR T"
"I1119100070709";2,22024503113837;5,43478260869565;0,408513142355244;0,419017978939209;35;34;"IRR T"
"I1119100200813";2,64197120660273;5,43589743589744;0,365185996505928;0,198813842324868;77;34;"IRR T"
"I1119100200907";3,72121863228566;4,57142857142857;0,375743894725892;0,216878948682728;40;34;"IRR T"
"I1119100230610";2,5789871924931;5,16666666666667;0,376400947560385;0,310672077204611;35;34;"IRR T"
"I1119400020511";2,86740499808159;4,0625;0,498108408744642;0,290317499631812;19;34;"IRR T"
"I1119400040712";2,89692913764657;4,6;0,428761685901175;0,297483750395789;43;34;"IRR T"
