"";"Shannon (B1B2)";"ASPT (B2B3)";"Polyvoltinism (B1B2B3)";"Ovoviviparity (B1B2B3)";"Richness (B1B2B3)"
"20101604";1;0,703309692671395;0,742239167392811;0,841272051897355;1
"20101701";0,366375342679827;0,457803844900619;0,313004494590433;0,17380604329596;0,68453911127433
"20101702";0,0821182291184375;0,412186379928315;0,51390788157861;0,324326963359363;0,721263312522953
"20101703";0;0,244922341696535;0,141434786447874;0,187911968190611;0,243848696290856
"20101704";0;0,508804737416238;0,50373918747628;0,299998812840178;0,978332721263312
"20101801";0,919104216270682;0,596694214876033;1;0,792551629444584;0,976545842217484
"20101802";0,939848600408358;0,654545454545454;1;0,778780223713463;0,949893390191898
"20101803";0,826574024329862;0,657478005865103;1;0,797257484902647;0,976545842217484
"20101804";1;0,836363636363636;1;0,831822660029468;1
"20101901";0,935124165407777;0,810161122661123;0,942092070421032;0,806608628482662;0,93705743509048
"20101902";1;0,769847140039448;0,995397848123235;0,763203337146226;1
"20101903";0,814220154791813;0,838675213675214;1;0,954642680979547;1
"20101904";0,839691839675224;0,783147773279352;0,973611521269763;0,845174620566875;1
"20102001";0,428983474993243;0,655253837072019;0,642022972459982;0,841145377028076;0,88454011741683
"20102002";0,291630053563431;0,586597197269134;0,566704607444281;0,838836771477525;0,688845401174168
"20102003";0,438672680311858;0,537190082644628;0,662553240974378;0,920821989668415;0,772714565278166
"20102004";0,0974458621821287;0,640495867768595;0,667378807900053;0,88224794203628;0,856583729382164
"20102101";0,71217512599542;0,769675925925926;0,716382231047606;0,444900217491048;0,814918788851013
"20102102";0,947986753604395;0,736607142857143;0,742543824318874;0,455289263160925;0,834970924403449
"20102103";0,764055411439496;0,696022727272727;0,729535411891501;0,40363103576464;0,814918788851013
"20102104";0,855658405173736;0,564903846153846;0,798880625277521;0,465068872087484;0,654501704431522
"20102201";0,695920778642888;0,757529507529507;0,860970094239076;0,658263198606061;1
"20102202";0,821403876905087;0,798229548229548;0,880361128439256;0,683648067343929;1
"20102203";0,443480576868666;0,857583774250441;0,870228337225365;0,736552668703631;1
"20102301";0,601898212054698;0,396329558766107;0,923359683487453;0,706843856065225;0,809274495138369
"20102302";0,729637463529047;0,463774803876327;0,779421117538348;0,401239424043143;0,921465968586387
"20102303";0,682635655574587;0,65989847715736;0,863752263779569;0,357887861430313;0,846671652954375
"20102304";0,65435958245337;0,396329558766107;0,717587692952314;0,509137974148637;0,547494390426328
"20102401";0,344616866531027;0,687347931873479;0,819773866984886;0,824756215528726;0,786381109280615
"20102402";0,435202813450854;0,646796431467964;0,760489240496152;0,847173661881931;0,649093904448105
"20102403";0,447113577529187;0,896441605839416;0,806461914590841;0,870090869355258;0,978583196046128
"20102404";0,33415749390921;0,784671532846715;0,809288892014167;0,931666719089777;0,896210873146623
